Tiempo,Posición,Temperatura
1697194800,-7.482607655502393,31.972296650717702
1697198400,-7.486847319347319,31.983503496503495
1697202000,-7.444910256410256,32.171602564102564
1697205600,-7.360416666666667,32.362249999999996
1697209200,-7.361083333333334,32.310583333333334
1697212800,-7.360247734138974,32.316261329305135
1697216400,-7.362552870090635,32.307235649546826
1697220000,-7.364365558912387,32.298172205438064
1697223600,-7.3661782477341395,32.2891087613293
1697227200,-7.367990936555892,32.28004531722054
1697230800,-7.369803625377643,32.27098187311178
1697234400,-7.371616314199396,32.261918429003025
1697238000,-7.373429003021148,32.252854984894256
1697241600,-7.3752416918429,32.2437915407855
1697245200,-7.377054380664652,32.23472809667673
1697248800,-7.378867069486405,32.22566465256798
1697252400,-7.375569234642498,32.15823716012084
1697256000,-7.374083333333333,32.122371666666666
1697259600,-7.37,32.087250000000004
1697263200,-7.381524590163934,32.05147806010929
1697266800,-7.37886002522068,32.083605401429175
1697270400,-7.366615384615384,32.097211538461536
1697274000,-7.375166666666667,32.11866666666666
1697277600,-7.373333333333333,32.09404166666666
1697281200,-7.372333333333333,32.131625
1697284800,-7.380916666666667,32.07283333333333
1697288400,-7.3715,32.05941666666667
1697292000,-7.3719166666666665,32.053416666666664
1697295600,-7.377666666666667,32.052416666666666
1697299200,-7.3773382352941175,32.03557843137255
1697302800,-7.369328431372549,32.04708823529412
1697306400,-7.37375,32.022416666666665
1697310000,-7.380729166666667,32.024166666666666
1697313600,-7.372020833333334,32.022166666666664
1697317200,-7.379916666666667,32.020583333333335
1697320800,-7.375,32.01425
1697324400,-7.373666666666667,32.00425
1697328000,-7.3693333333333335,31.991083333333332
1697331600,-7.3762083333333335,31.98975
1697335200,-7.3730416666666665,31.966416666666664
1697338800,-7.367333333333334,31.9855
1697342400,-7.370333333333334,31.970166666666668
1697346000,-7.3719166666666665,31.971083333333336
1697349600,-7.377583333333333,31.96525
1697353200,-7.362433333333333,31.961666666666666
1697356800,-7.382066666666666,31.983833333333333
1697360400,-7.373083333333333,31.96475
1697364000,-7.376333333333333,31.970333333333333
1697367600,-7.377,31.98
1697371200,-7.374416666666666,31.98425
1697374800,-7.377583333333333,31.982416666666666
1697378400,-7.382000000000001,31.98025
1697382000,-7.3774999999999995,31.9745
1697385600,-7.385166666666667,31.977166666666665
1697389200,-7.377,31.975666666666665
1697392800,-7.378833333333334,31.965500000000002
1697396400,-7.376916666666667,31.971416666666666
1697400000,-7.3719166666666665,31.973166666666664
1697403600,-7.376833333333334,31.97175
1697407200,-7.376416666666667,31.966833333333334
